CMUN,POP21
49190,50
49191,285
49192,128
49193,437
49194,342
49208,350
49209,473
49197,157
49199,246
49200,1070
49201,290
49202,177
49203,289
49204,54
49205,369
49206,918
49207,235
49210,471
49214,751
49216,139
49219,8532
49220,138
49221,237
49222,414
49223,835
49224,186
49225,135
49226,248
49227,397
49228,57
49229,126
49230,78
49231,309
49232,92
49233,81
49234,416
49235,448
49236,83
49237,141
49238,228
49239,623
49240,189
49241,244
49242,475
49243,107
49244,48
49245,251
49246,223
49247,405
49248,227
49249,68
49250,1451
49251,161
49252,328
49255,384
49256,273
49257,360
49258,116
49259,78
49260,810
49263,44
49264,535
49261,1804
49262,403
49265,113
49266,77
49267,101
49268,387
49269,222
49270,160
49272,70
49271,179
49273,159
49275,60297
50001,89
50002,140
50003,135
50004,616
50005,234
50006,1067
50007,58
50008,7121
50009,112
50010,77
50011,140
50012,111
50013,245
50014,153
50015,79
50016,52
50017,2374
50018,1446
50019,62
50020,1002
50021,24
50022,555
50023,234
50024,771
50025,7983
50026,604
50027,252
50028,91
50029,671
50030,205
50031,140
50032,274
50033,76
50034,1068
50035,78
50036,97
50037,149
50038,1729
50039,544
50040,70
50041,16
50042,19
50043,297
50044,254
50045,1540
50046,194
50047,40
50048,35
50901,171
50050,90
50051,912
50052,87
50053,778
50054,51
50055,5037
50056,516
50057,1559
50058,64
50059,975
50060,233
50061,206
50062,2538
50063,69
50064,487
50065,49
50066,4334
50067,19870
50068,2921
50069,78
50070,64
50071,132
50072,182
50073,3370
50074,10183
50075,78
50076,82
50077,216
50078,248
50079,264
50080,37
50081,578
50092,503
50093,100
50082,93
50083,105
50084,68
50085,206
50086,237
50087,33
50088,335
50089,13773
50090,146
50091,42
50094,1914
50095,17036
50096,32
50098,186
50099,4368
50100,356
50101,1120
50102,1096
50104,378
50105,382
50106,134
50107,1239
50108,59
50109,115
50110,394
50111,200
50113,766
50114,142
50115,4600
50116,211
50117,128
50118,2555
50119,997
50120,49
50121,311
50122,83
50123,605
50124,496
50125,388
50126,2778
50128,33
50129,282
50130,413
50131,275
50132,1132
50133,114
50134,116
50135,92
50136,642
50138,47
50137,1132
50139,343
50140,190
50141,119
50142,25
50143,876
50144,36
50146,227
50147,987
50148,342
50149,40
50150,836
50151,709
50152,2062
50153,1133
50154,162
50155,95
50156,260
50160,2977
50157,371
50159,920
50161,104
50162,167
50163,6021
50902,92
50164,465
50165,2292
50166,265
50167,238
50168,28
50169,429
50170,389
50171,121
50172,193
50173,135
50174,89
50175,1077
50176,260
50177,338
50178,304
50179,262
50180,124
50181,1436
50182,6125
50183,360
50184,97
50185,187
50186,34
50187,62
50188,35
50189,998
50190,833
50191,502
50192,297
50193,880
50194,105
50195,58
50196,116
50197,107
50198,45
50199,395
50200,609
50201,567
50202,131
50203,1294
50204,3572
50205,96
50206,567
50207,93
50208,2390
50209,4184
50210,38
50211,309
50212,33
50213,100
50214,25
50215,17
50216,265
50217,534
50218,125
50219,6446
50220,49
50221,26
50222,1937
50223,1052
50224,65
50225,2922
50227,132
50228,313
50229,76
50241,686
50230,1294
50231,338
50232,210
50233,101
50234,276
50235,3415
50236,102
50237,134
50238,103
50239,64
50240,1122
50242,108
50243,338
50244,285
50245,79
50246,33
50247,1150
50248,574
50249,320
50250,64
50251,10494
50252,6777
50253,530
50254,190
50255,225
50256,74
50257,163
50258,59
50259,63
50260,35
50261,241
50262,1460
50263,204
50264,176
50265,82
50266,129
50267,634
50268,56
50269,447
50270,49
50271,271
50272,18856
50274,59
50273,29
50275,98
50276,135
50277,63
50278,203
50279,76
50280,314
50281,83
50283,90
50284,147
50285,848
50286,100
50287,291
50903,2768
50288,4725
50290,412
50289,57
50291,130
50292,272
50293,445
50294,89
50282,71
50295,51
50296,432
50297,675301
50298,8591
