CMUN,POPULATION_2020,POPULATION_DENSITY_KM2_2020,AGE_AVERAGE_2020,AGE_PERC_POP_BELOW_18_2020,AGE_PERC_POP_ABOVE_65_2020,HOUSING_AVERAGE_HOUSEHOLD_SIZE_2020,HOUSING_PERC_SINGLEPERSON_HOUSEHOLD_2020,NATIONALITY_PERC_SPANISH_2020,NATIONALITY_PERC_NONSPANISH_2020
31013,722,23.90314871539119,50.7,11.1,30.5,2.38,35.6,98.9,1.0999999999999943
31014,335,35.34754528588452,45.2,16.7,20.9,2.22,41.1,94.2,5.799999999999997
31015,2696,52.369855966340936,43.9,17.3,20.3,2.67,26.7,84.7,15.299999999999997
31016,10674,5535.001976355664,41.2,20.7,16,2.61,26.1,91.5,8.5
31017,482,7.841447927598123,43.4,19.5,21.8,2.42,32.2,94.9,5.099999999999994
31018,614,25.4876710405093,39.9,20.7,12.9,2.4,35.9,91,9
31019,2760,203.7661542289686,40.6,21.3,16.3,2.53,32.1,82.6,17.400000000000006
31020,511,13.160051072226418,48,14.7,25.2,2.48,28.6,97.5,2.5
31021,70,18.68130848399965,48.7,12.9,28.6,2.33,40,95.7,4.299999999999997
31022,606,19.098439027492482,45.2,19,22.6,2.41,35.1,97.5,2.5
31023,11649,286.87604971495705,35.4,26.1,8.9,3.06,17.5,94.1,5.900000000000006
31024,115,8.447945713679768,48.1,16.5,26.1,2.13,44.4,95.6,4.400000000000006
31025,967,17.977463332424602,45,17.5,21,2.52,34.5,96.8,3.200000000000003
31026,153,8.638001231169685,54.8,10.5,32,2.15,47.9,99.4,0.5999999999999943
31027,1117,76.78865387279087,41.4,22.1,18.1,2.89,24.6,94.2,5.799999999999997
31028,222,1.523457436707101,48.6,12.2,23,2.39,49.5,96.1,3.9000000000000057
31029,1128,19.566406113774402,49.7,12.9,30,2.29,35,89.2,10.799999999999997
31030,164,9.711726004316406,49.8,11.6,25,2.25,35.6,95.7,4.299999999999997
31031,272,22.27510311111964,44.4,20.2,25,2.92,26.9,95.6,4.400000000000006
31032,2313,34.58830372688641,44.7,17.2,22.9,2.6,29.8,85.8,14.200000000000003
31033,49,5.8872719963218945,49.3,12.2,34.7,2.88,29.4,100,0
31034,32,7.926304107701308,57.9,6.3,37.5,1.88,52.9,93.8,6.200000000000003
31035,46,3.7167267778164566,62.6,6.5,52.2,1.44,71.9,100,0
31036,1040,18.84480466488677,48.3,13,27.5,2.23,36.2,95.4,4.599999999999994
31037,99,17.343053092389574,47.1,12.1,23.2,2.54,33.3,98,2
31038,1732,25.805915329474896,45.4,17.3,23.4,2.53,27.5,93.6,6.400000000000006
31039,116,19.23393231338859,48.3,15.5,24.1,2.42,37.5,89.7,10.299999999999997
31040,227,8.618399880526216,46.8,15.4,25.6,2.64,37.2,99.6,0.4000000000000057
31041,2434,253.22805736025546,38.6,23.9,12,2.73,24,93.8,6.200000000000003
31042,3776,112.11931861408898,42.4,18.5,19.7,2.78,22,83.8,16.200000000000003
31043,27,2.5715095234096528,70.6,0,59.3,1.8,66.7,100,0
31044,353,29.977470973660836,48,14.5,28.3,2.4,35.4,96,4
31045,613,43.9935430774057,44.6,16.2,18.9,2.46,29.3,96.1,3.9000000000000057
31046,49,5.868609935137441,59.2,2,34.7,1.96,48,100,0
31047,254,10.034163164125179,58.3,4.3,40.6,2.1,40.5,96.9,3.0999999999999943
31048,240,82.7107985902538,44.8,17.9,22.9,2.5,37.5,87.7,12.299999999999997
31049,838,10.082061163227705,47.3,15.6,23.4,2.41,36.5,97.9,2.0999999999999943
31050,7694,20.72375854286032,44.1,18.6,21.5,2.69,29.1,92.8,7.200000000000003
31051,301,13.534791398648288,50.7,13.6,33.2,2.28,28,94.4,5.599999999999994
31052,116,19.078633224139264,50.4,4.3,23.3,2.32,38,97.4,2.5999999999999943
31053,676,52.0869145652028,46.5,17.6,27.1,2.49,29.2,89.7,10.299999999999997
31054,585,14.776113334883604,44.6,19,25.8,2.7,27.2,92.8,7.200000000000003
31055,375,52.28628807987153,43.8,21.1,22.9,2.82,24.1,93.9,6.099999999999994
31056,206,13.133024487310356,46,18,20.9,2.34,33,98.2,1.7999999999999972
31057,2217,61.01293067766803,46.4,15,23.6,2.49,27,89.4,10.599999999999994
31058,228,11.883133146388953,48.7,12.3,26.3,2.35,38.1,98.7,1.2999999999999972
31059,196,3.047016907782368,52.1,12.8,33.7,1.88,51.9,97.9,2.0999999999999943
31060,19394,9176.873446278745,42.3,17.4,17.8,2.67,26.5,88.7,11.299999999999997
31061,53,7.385122733487867,59.5,11.3,49.1,1.89,64.3,98.1,1.9000000000000057
31062,1338,37.56484747804406,46.5,14.2,24.3,2.54,28.5,89.9,10.099999999999994
31063,85,7.143675308600989,57.9,10.6,48.2,1.81,53.2,100,0
31064,2039,75.29228460055722,44,17.1,20.8,2.72,23.3,79.4,20.599999999999994
31065,2766,34.246938435805866,42.7,18.4,20,2.68,26.9,80,20
31066,1123,27.78130691711827,44.6,16.7,22.5,2.72,26.9,83.3,16.700000000000003
31067,2443,25.202329201995507,44.8,16,22.6,2.57,27.8,88,12
31068,3927,62.47078718421114,43.7,18.8,21.3,2.56,29.2,84.4,15.599999999999994
31069,925,10.809656624171648,48.1,12.4,26.7,2.3,38.5,96.5,3.5
31070,4293,237.8274685488626,40.6,23.1,17.9,2.73,25.4,77.5,22.5
31071,13,0.49363094139244723,68.5,0,69.2,1.63,62.5,100,0
31072,7994,214.27955777369755,40.6,21.9,17.2,2.8,23.7,83.7,16.299999999999997
31073,347,24.403681534148973,47.9,11.2,27.7,2.17,41.9,94.6,5.400000000000006
31074,489,11.794001065628636,45.7,18.8,24.7,2.23,39.3,99,1
31075,92,21.080981894089344,50,14.1,31.5,2.24,31.7,90.2,9.799999999999997
31076,3641,69.35337534892882,35.6,28.2,9.6,3.48,16.6,93.4,6.599999999999994
31077,8052,99.07275410978863,41.6,19.5,18.1,2.72,25.3,80.9,19.099999999999994
31078,3147,86.23312192037747,45.2,15.9,22.2,2.61,23.9,87.3,12.700000000000003
31079,72,5.202510342371874,57.4,9.7,43.1,2,38.9,88.9,11.099999999999994
31080,588,17.604974281706077,48.1,15.7,26.9,2.37,34.3,94.1,5.900000000000006
31081,432,18.39059973330253,41.7,21.5,19.7,3.06,22.7,98.9,1.0999999999999943
31082,831,18.002306440518694,44.4,19.3,24.9,2.77,27.7,94.9,5.099999999999994
31083,77,33.6168976012978,38,28.6,11.7,2.85,22.2,94.9,5.099999999999994
31084,2459,74.78635149829731,43.7,19.6,22.7,2.55,29.5,95.7,4.299999999999997
31085,647,45.866508359673524,43.1,19.3,20.4,2.43,31.2,94.6,5.400000000000006
31086,21386,401.4693802370307,33.3,30.6,5.5,2.93,22.8,93.9,6.099999999999994
31087,215,55.510126407991834,45.1,17.2,21.9,2.56,32.1,96.3,3.700000000000003
31088,8274,171.83222979872158,37.8,24.7,12.1,2.83,20.9,90.7,9.299999999999997
31089,296,31.006616919317025,45.3,14.2,21.6,2.62,24.8,93.2,6.799999999999997
31090,147,5.718103517885697,52.2,9.5,32,2.3,39.1,100,0
31091,366,8.756846277698369,53.3,9,35.5,2.33,33.1,95.6,4.400000000000006
31092,790,5.494313191451401,48.2,12.7,25.7,2.37,36.5,98.5,1.5
31093,306,10.62536732371288,52.2,9.2,33,2.28,38.8,93.2,6.799999999999997
31094,106,5.553114805462139,57.9,7.6,40.6,2.3,21.7,99.1,0.9000000000000057
31095,75,2.833877631901711,57.1,5.3,37.3,1.97,55.3,96,4
31096,103,11.767421597859448,58.1,4.9,43.7,2.15,43.8,100,0
31097,13719,888.3132635116799,44.8,16.1,23.5,2.45,30.3,88.3,11.700000000000003
31098,2791,18.70859532676929,40.2,22.6,14,2.7,26.7,95.1,4.900000000000006
31099,52,3.8603279886385113,57.2,3.9,42.3,2.36,45.5,81.5,18.5
31100,278,35.91412586513604,52.5,9.7,34.5,2.36,28,99.6,0.4000000000000057
31101,1797,52.59566971938838,42.3,18,15.4,2.7,22.8,96.1,3.9000000000000057
31102,136,5.735080450995273,55.3,7.4,38.2,1.97,46.4,97.1,2.9000000000000057
31103,42,0.9055253454575937,54.2,7.1,38.1,2.47,29.4,95.4,4.599999999999994
31104,2315,20.075127289923415,47.4,15.5,26.7,2.42,30.7,85.9,14.099999999999994
31105,2063,47.772387471768745,45,19.6,26.3,2.63,30.8,83.2,16.799999999999997
31106,997,44.8379794635768,42.3,19.6,17,2.86,18.6,88.9,11.099999999999994
31107,2442,46.56840912894838,43.1,18.8,20.2,2.67,26.6,80.8,19.200000000000003
31108,2475,37.03256178044852,45.1,17.6,23.4,2.63,24.1,86.7,13.299999999999997
31109,2219,53.88249941095475,38.8,24.1,13.2,2.94,20.4,96.6,3.4000000000000057
31110,102,1.8076956347100261,52.4,11.8,35.3,1.85,49.1,96.1,3.9000000000000057
31111,99,2.3024643187269187,53.7,6.1,26.3,2.3,41.9,99,1
31112,96,4.5173548529780545,56.8,3.1,43.8,2.46,30.8,100,0
31113,138,3.165690490638763,56,7.3,34.8,1.66,61.5,98.5,1.5
31114,503,47.84470371213996,40.7,19.3,14.3,2.69,26.7,94.2,5.799999999999997
31115,190,8.829650185200627,46.2,15.8,24.2,2.64,38.9,97.9,2.0999999999999943
31116,62,7.178793928712757,60,4.8,45.2,1.94,40.6,88.5,11.5
31117,677,7.501327642986838,48.3,14,28.2,2.35,38.5,94.5,5.5
31118,150,3.5459396593255965,56.1,3.3,40.7,1.9,50.6,100,0
31119,35,1.3161508784401004,58.1,8.6,34.3,2.33,46.7,100,0
31120,427,5.543030180666449,53.3,9.6,32.8,2.1,45.3,96.8,3.200000000000003
31121,79,3.2058566838734692,46.3,15.2,17.7,2.82,32.1,87.5,12.5
31122,7250,1877.0065296154644,38.3,25.2,12,2.73,25.9,93,7
31123,780,20.49262082644664,45.3,18.3,24.2,2.48,29.6,93.6,6.400000000000006
31124,267,4.914680604573878,48.1,16.1,28.5,2.54,35.2,98.1,1.9000000000000057
31125,314,19.296080751598755,46.6,14.7,24.5,2.68,23.1,99.4,0.5999999999999943
31126,435,10.232913756502258,46.2,17.2,26.7,2.46,38.4,96.8,3.200000000000003
31127,157,18.432988728529217,42.3,25.5,21.7,2.53,35.5,100,0
31128,412,2.7963347030297165,51.7,10.4,30.8,2.05,48.3,93.9,6.099999999999994
31129,508,32.73216788287662,42.6,19.5,16.5,2.81,28.7,95.5,4.5
31130,412,42.21813739159573,42.9,18.7,19.2,2.73,22.5,92.1,7.900000000000006
31131,1296,25.163184550050236,41.6,20.9,16.8,2.74,24.7,92.4,7.599999999999994
31132,173,2.915524628433364,50.6,11,29.5,2.16,48.8,94.2,5.799999999999997
31133,38,5.102200589650006,49.1,13.2,31.6,2.11,50,100,0
31134,170,5.5107914799896855,58.3,5.9,44.1,2.1,43.2,99.5,0.5
31135,75,1.6099967421320935,56.2,6.7,33.3,3.26,21.7,92.8,7.200000000000003
31136,555,17.608048155034766,43.7,17.1,16,2.56,26.7,94.7,5.299999999999997
31137,218,7.745195867894913,48.8,11,26.2,2.27,44.8,97.7,2.299999999999997
31138,1280,115.10742326795864,41.4,21.7,17.7,2.64,28.9,94.6,5.400000000000006
31139,160,3.8619496711591834,54.9,5.6,30,2.19,41.1,98.8,1.2000000000000028
31140,151,8.941942699295847,44.7,23.8,26.5,2.65,24.6,100,0
31141,125,6.054305730646948,50.4,10.4,27.2,2.19,40.4,93.7,6.299999999999997
31142,2105,27.310442603147223,41.5,20.7,19,2.72,26.8,79.5,20.5
31143,97,12.580828050582442,54.1,6.2,35.1,2.26,32.6,96,4
31144,916,8.549540735274391,48.6,16.3,27.4,2.65,33.5,97.4,2.5999999999999943
31145,177,10.408952006446397,50.5,13,27.7,2.53,32.9,96,4
31146,33,2.2557466535746564,57.2,6.1,45.5,1.74,52.6,93.8,6.200000000000003
31147,125,15.065449128391002,49.7,11.2,28,2.23,37.5,98.4,1.5999999999999943
31148,109,22.14368285379632,51.3,6.4,22.9,2.6,28.6,88,12
31149,3021,51.62123184574015,44,19.5,23.8,2.61,27.2,94.4,5.599999999999994
31150,226,2.367088967813863,52.9,8,37.2,2.05,48.2,98.2,1.7999999999999972
31151,48,2.207750994058373,62.3,6.3,50,1.5,62.5,100,0
31152,1750,17.8363701029075,46.9,16,28.1,2.36,36.8,79.7,20.299999999999997
31153,2744,49.39303899540933,44.6,17.8,22.6,2.61,26.8,96.2,3.799999999999997
31154,239,12.554727467639346,46.9,11.7,23.9,2.49,32.3,98.7,1.2999999999999972
31155,316,16.39453780239291,47.6,15.5,27.9,2.34,32.6,94,6
31156,313,4.782351758592447,44.1,19.8,21.1,2.35,31.6,96.2,3.799999999999997
31157,4831,106.60100981837313,43,17.7,20.1,2.67,26.1,84.5,15.5
31158,281,3.096365851869735,47.3,13.2,21.4,2.23,44.4,98.2,1.7999999999999972
31159,1265,22.049113067839013,48.6,12.3,28.6,2.28,33.5,93.9,6.099999999999994
31160,131,16.17344717983341,48.5,17.6,32.1,2.38,32.7,91.7,8.299999999999997
31161,425,32.755223066271135,43.6,20,22.8,2.4,31.1,97.6,2.4000000000000057
31162,51,8.839550980012687,57.3,2,35.3,2.13,33.3,100,0
31163,2832,130.56961564081848,43.2,19.1,20.5,2.67,25,84.3,15.700000000000003
31164,737,28.247233825641324,48.8,14.9,30.8,2.42,35.1,85.3,14.700000000000003
31165,3488,44.6798126012955,47.2,14.7,25.8,2.45,27.6,90.8,9.200000000000003
31166,300,9.107077962002114,52.7,11,32,2.4,39.2,93.3,6.700000000000003
31167,1109,28.12975559100375,43.5,19.6,21.8,2.37,31.4,91.6,8.400000000000006
31168,290,12.84342809818889,50.9,12.8,31.4,2.64,27.3,97.2,2.799999999999997
31169,3373,118.69273448530481,41.2,20.6,16.9,2.95,22,76.6,23.400000000000006
31170,61,23.05470833496507,45.9,23,31.2,1.91,56.3,96.7,3.299999999999997
31171,850,14.221982544198772,48.1,14.4,28.5,2.37,33.2,91.9,8.099999999999994
31172,484,21.412125682175482,40.3,19.4,12.8,2.59,28.3,96.5,3.5
31173,1040,96.08385070730694,47.7,14.5,27.5,2.52,28.9,87.2,12.799999999999997
31174,116,12.977341101753108,45.8,14.7,22.4,2.15,44.4,99.1,0.9000000000000057
31175,78,5.391987954132451,56.9,9,41,1.7,54.4,85.9,14.099999999999994
31176,4140,313.56531571065375,41.1,20.9,16.9,2.7,24.5,87.5,12.5
31177,366,81.8534710000598,44.7,18.6,22.7,2.29,37.5,87.7,12.299999999999997
31178,654,11.144840266200363,43.4,18.7,20.5,2.56,25.1,85.1,14.900000000000006
31179,643,19.037696395973068,46.8,14.2,26,2.59,32.7,85.4,14.599999999999994
31180,237,39.89549017843195,47.6,11.4,21.5,2.39,27.3,91.7,8.299999999999997
31181,125,1.3031905088435098,60,0.8,44,1.6,65.4,100,0
31182,36,3.8231830990123035,50.4,8.3,22.2,2,44.4,100,0
31183,922,46.46237742222192,43.6,17.6,18,2.58,28.9,91.1,8.900000000000006
31184,73,22.2694380153687,48.2,12.3,27.4,2.61,21.4,98.7,1.2999999999999972
31185,495,3.817414069757741,54.6,6.9,36.6,2.55,33.5,98,2
31186,362,15.024964493439173,43.6,19.9,22.1,2.57,27,97.2,2.799999999999997
31187,130,16.032609856766147,46.9,13.1,19.2,2.5,21.2,92.4,7.599999999999994
31188,282,17.634989234417464,45.1,13.5,18.1,2.88,21.4,94.6,5.400000000000006
31189,1475,76.86178515233964,46.6,16.5,24.2,2.46,28.5,88.4,11.599999999999994
31190,51,11.712839105024798,53.3,9.8,37.3,3.19,37.5,90.2,9.799999999999997
31191,3957,47.04848141099996,43.7,17.1,19.9,2.43,30.6,90.2,9.799999999999997
31192,206,5.059764629351956,42.6,18.9,14.6,2.61,31.7,95.2,4.799999999999997
31193,1815,43.99227327012907,42.4,19,17.1,2.73,25,96.8,3.200000000000003
31194,428,11.496813603129398,42.5,20.6,17.1,2.52,30.6,98.8,1.2000000000000028
31195,190,2.327155444885033,50.4,12.6,31.6,2.38,41.3,99.5,0.5
31196,32,3.556526579488254,61.8,3.1,56.3,1.6,65,100,0
31197,76,10.551357683098917,45.6,18.4,25,2.71,39.3,98.9,1.0999999999999943
31198,49,4.244964971011766,40.1,18.4,14.3,2.33,47.6,95.9,4.099999999999994
31199,140,5.853168689503691,58.7,5,46.4,2.03,47.8,98.6,1.4000000000000057
31200,926,19.300833228816263,46,15.7,24.4,2.47,29.1,93.3,6.700000000000003
31201,199738,7945.240895545122,44.3,16.3,22.2,2.48,31.9,88.7,11.299999999999997
31202,5880,66.59028118269065,41.5,19.4,18.2,2.74,24.7,89.8,10.200000000000003
31203,30,1.0895078963732427,52.8,10,33.3,2.31,38.5,96.7,3.299999999999997
31204,39,2.9410831716827506,58,5.1,38.5,1.77,59.1,100,0
31205,518,12.228001795910869,49.8,12.9,30.5,2.2,37,91.2,8.799999999999997
31206,2932,73.84921760091152,42,19.8,18.2,2.58,29.1,88.4,11.599999999999994
31207,345,16.40334791547777,45.5,17.1,23.5,2.25,32,97.7,2.299999999999997
31208,3709,128.25946274811318,43,17.9,19.3,2.72,23.8,82.9,17.099999999999994
31209,176,1.92501482359217,50.3,11.4,25.6,2.26,37.2,96.3,3.700000000000003
31210,206,5.284493816769755,55.3,8.7,35.9,1.78,52.6,96.6,3.4000000000000057
31211,20,1.308508793503359,48.5,10,20,2.86,42.9,84.2,15.799999999999997
31212,141,11.146494756465323,58.2,5.7,39.7,2.17,40,97.1,2.9000000000000057
31213,112,12.50682365562017,45.7,16.1,23.2,2.15,36.5,100,0
31214,109,7.860273259423102,46,20.2,24.8,2.42,42.2,99.1,0.9000000000000057
31215,6344,300.01972193488655,42.2,18.6,18.2,2.71,23.3,88.9,11.099999999999994
31216,4819,70.85935242379497,46,15.9,24.2,2.56,27.3,93.7,6.299999999999997
31217,380,7.577484869521928,51.8,10,30.5,2.22,35.7,86.8,13.200000000000003
31219,84,6.166275327584973,58.3,3.6,39.3,1.95,39.5,83.7,16.299999999999997
31220,867,25.549006520234716,48.9,12,27.6,2.38,27.2,95.7,4.299999999999997
31221,1806,207.74442823053715,40.9,20.8,17.7,2.68,27,87.2,12.799999999999997
31222,61,2.657597266109279,56.2,4.9,32.8,2.54,29.2,100,0
31223,1294,86.86468253851076,46.1,15,25.4,2.6,25.4,84.3,15.700000000000003
31224,1148,16.101956454698346,47.3,16.3,28.6,2.41,28.6,86.3,13.700000000000003
31225,35,5.704207200297237,54.1,8.6,42.9,1.75,75,66.7,33.3
31226,689,14.715220716311446,44.9,18.6,24.7,2.39,32.6,95.6,4.400000000000006
31227,10499,107.0833954246728,44.8,15.9,22.4,2.54,26.4,88.7,11.299999999999997
31228,627,29.36889488042495,45.6,15.2,21.4,2.6,27.8,91.3,8.700000000000003
31229,47,8.3325805512538,56.5,6.4,40.4,1.81,46.2,100,0
31230,92,5.124257507334743,53.3,7.6,30.4,1.84,50,98.9,1.0999999999999943
31231,123,9.934929188505123,50.5,16.3,35,2.32,34,95.9,4.099999999999994
31232,36662,170.64967212393194,41.8,19.1,18,2.67,25.6,84.6,15.400000000000006
31233,116,30.449991382008047,44.6,15.5,17.2,2.19,34,76.5,23.5
31234,184,15.527885011242759,46.5,16.9,23.9,2.27,34.6,96.8,3.200000000000003
31235,164,1.4634204605428054,54.9,9.2,37.2,2.05,48.8,98.3,1.7000000000000028
31236,1653,17.132983914482374,45.2,16.8,22.6,2.83,24.4,94.2,5.799999999999997
31237,221,5.923788219446284,50.8,12.2,30.3,2.21,39,97.8,2.200000000000003
31238,160,8.476594006618738,47,13.8,23.1,2.35,25,88.8,11.200000000000003
31239,355,46.02150767597647,44.9,18.6,23.4,2.8,28.4,95.4,4.599999999999994
31240,664,43.880353937861926,46.3,17.6,25.6,2.52,24,94.6,5.400000000000006
31241,138,0.9796818320745053,53.8,4.4,28.3,2,50.7,94.4,5.599999999999994
31242,275,4.598124988847884,45,13.8,19.6,2.15,41.4,91.9,8.099999999999994
31243,405,35.972745305936456,42.9,19.8,19.8,2.47,28.1,95,5
31244,168,14.068608728903502,45.5,16.1,26.2,3.5,14.6,98.9,1.0999999999999943
31245,88,4.20679332496414,57.7,8,46.6,1.6,63.6,98.9,1.0999999999999943
31246,166,19.244707354062975,45.9,13.9,24.1,2.41,34.8,90.6,9.400000000000006
31247,147,2.518860057379812,60.7,3.4,45.6,1.86,49.4,96.7,3.299999999999997
31248,321,7.128113125192425,50.6,9.7,32.1,2.43,39.4,88.4,11.599999999999994
31249,2419,48.16220751002831,45,17.8,24.4,2.61,26.3,86.2,13.799999999999997
31250,3754,105.75683306451793,42.7,19.7,20.3,2.72,24,90.9,9.099999999999994
31251,4256,53.92438439833682,43.3,19.2,20.9,2.51,27.5,88.4,11.599999999999994
31252,82,2.0652933122138997,53.8,8.5,31.7,1.95,42.9,100,0
31253,166,32.31267310469476,41.6,27.7,22.3,2.37,32.9,99.4,0.5999999999999943
31254,2883,61.61674341371245,41.8,20.3,19.4,2.75,24.6,79.5,20.5
31255,117,10.539240421503294,50,11.1,26.5,2.6,33.3,97.4,2.5999999999999943
31256,102,4.711028890631416,55.3,6.9,40.2,2.17,40.4,100,0
31257,1259,52.88734665473654,41.6,19.8,18.6,2.68,26.2,93.7,6.299999999999997
31258,9940,9382.91997907083,43.5,16.7,19.4,2.7,23.3,91.7,8.299999999999997
31259,588,35.4801561784547,44.6,19.7,22.6,2.75,23.8,95.7,4.299999999999997
31260,1533,6.0683405050623165,47.8,15,26.4,2.5,30.8,95.7,4.299999999999997
31261,268,11.67842934030638,49.2,9,26.9,2.21,36.4,90.6,9.400000000000006
31262,304,21.655484879815916,43.9,18.8,18.8,2.67,29,97.7,2.299999999999997
31263,301,16.881021634921407,43.6,22.6,19.3,2.43,36.3,96.4,3.5999999999999943
31264,217,39.724911872476596,46.5,17.5,26.3,2.82,33.8,97.2,2.799999999999997
31265,78,5.042492061036928,51.9,10.3,24.4,1.95,65,83.3,16.700000000000003
31901,19574,14061.39128462244,44.8,13.6,21.9,2.71,22.6,88.2,11.799999999999997
31902,7312,279.74750625541253,34.7,29.3,7.8,2.96,18.7,89.8,10.200000000000003
31903,10637,3929.8309821010434,38.6,22.9,13.1,2.8,23,85,15
31904,2295,612.7306145948271,41.2,20.2,17.3,2.67,26,85.9,14.099999999999994
31905,4114,758.136381096885,40.3,20.7,12.3,2.7,25.5,91.4,8.599999999999994
31906,4131,733.4693621802326,36.1,26.6,9.1,3,20.5,90.8,9.200000000000003
31907,15025,2972.9015342514904,39.2,19.8,12.7,2.86,21.7,93.2,6.799999999999997
31908,1605,239.2583690521601,38.8,24.6,13.9,2.66,26.8,91.4,8.599999999999994
32001,6208,72.28008600146224,46.5,15.4,25,2.32,33,96.3,3.700000000000003
32002,2282,57.54587890834596,52.1,10.1,33.2,2.23,34.3,97,3
32003,871,42.120812999349624,53.1,9.8,37.2,2.26,36.5,98,2
32004,1736,14.340768514361676,59.6,6.8,51.2,2.05,45.1,96.7,3.299999999999997
32005,891,9.418503268309552,56.9,6.9,43.7,2.16,39.5,91.6,8.400000000000006
32006,1440,14.566098325732831,58.8,5.1,47.4,1.91,49.5,96.6,3.4000000000000057
32007,1457,21.55770053897527,58.4,5.5,45.1,1.98,45.6,98.3,1.7000000000000028
32008,10822,360.7403864652938,42.4,18.4,17.3,2.57,24.8,95.3,4.700000000000003
32009,13313,155.9218276791822,45.3,14.9,21.5,2.38,29.3,90.8,9.200000000000003
32010,382,59.74296743557772,54.1,7.6,37.7,2.16,33.3,98.2,1.7999999999999972
32011,957,17.106200449564938,58.9,5.4,46.8,1.92,51,98.4,1.5999999999999943
32012,744,15.661253766086713,57.7,4.8,44.1,2.01,42.7,98.7,1.2999999999999972
32013,2196,25.017642293055196,57.2,8.7,44.8,2.17,39.4,96.6,3.4000000000000057
32014,1074,30.799064008100242,57.4,6.5,44.1,2.05,44.4,95.9,4.099999999999994
32015,776,8.517762174046727,60.7,5.3,49.1,1.89,48.8,98.4,1.5999999999999943
32016,718,7.3051602572340775,61.8,4,54.3,1.94,45,96.2,3.799999999999997
32017,1402,6.300279803662023,52.8,8.6,34.1,2.24,39.4,86,14
32018,1223,26.392803208513122,56.2,7.3,42.4,1.92,43.2,98.2,1.7999999999999972
32019,13714,252.52157153399375,48.5,13.3,28.3,2.25,34.3,93.8,6.200000000000003
32020,2556,27.12997054078707,58.1,6.4,45.9,1.9,49.4,98.2,1.7999999999999972
32021,980,8.037960082400884,56.2,9.6,43.3,2.06,42.3,98.1,1.9000000000000057
32022,1325,33.36225323529878,58,6.2,44.8,2.13,39.8,97.6,2.4000000000000057
32023,1170,13.361895910611063,55.7,6.7,39.8,2.09,42.6,97.4,2.5999999999999943
32024,5613,83.46608957457869,52,11.3,34.4,2.28,35.2,94.9,5.099999999999994
32025,1096,37.77347257416306,55.6,7.3,39.4,2.1,40.8,96.4,3.5999999999999943
32026,3034,79.6526327385161,51.6,10.6,32,2.24,35.5,97.2,2.799999999999997
32027,1062,39.52688418223072,54.9,6,38.1,2.05,44.6,97.7,2.299999999999997
32028,1615,13.728998071889784,58.3,5.3,46.2,1.97,46.5,97,3
32029,440,2.563045542664432,59.1,3.9,44.3,2.07,45.1,98.8,1.2000000000000028
32030,1122,13.325784430483191,56.3,6.8,41.1,2.15,40.3,88.9,11.099999999999994
32031,1070,28.331181735364154,54.5,8.6,37.9,2.12,38.9,98.4,1.5999999999999943
32032,9567,72.18622926100466,47.8,14.6,27.9,2.35,31.4,95,5
32033,691,24.426937754769224,61.8,3.9,50.8,1.87,49.1,95.2,4.799999999999997
32034,1241,7.253711732193427,53.4,8.1,34.8,2.09,38.7,91.7,8.299999999999997
32035,1384,11.437401897291517,59.2,6.6,48.9,2.06,42.7,98.4,1.5999999999999943
32036,1363,22.65800858295117,57.5,7.4,44.7,1.88,47,98.5,1.5
32037,737,26.669636442855975,55.4,6.5,38.9,2.11,37.8,97.3,2.700000000000003
32038,397,16.76780307266752,57,6.3,41.3,1.89,47.6,98.6,1.4000000000000057
32039,1230,5.702295491625645,57.7,6.4,46.3,1.91,47.7,98.5,1.5
32040,1508,39.44350589450726,57.2,7.4,45.2,2,44.2,97.4,2.5999999999999943
32041,717,10.419133374352366,62.1,2.8,51.5,1.9,48.9,96.1,3.9000000000000057
32042,1671,9.94257886885278,56.3,6.2,40.2,2.03,42.8,93.4,6.599999999999994
32043,2809,27.580533359719762,51.6,10.9,34.5,2.22,38.1,96.5,3.5
32044,826,7.215158057023702,57,6.7,43.1,2.21,36.7,97.3,2.700000000000003
32045,2707,67.6370348321603,51,12.2,33.3,2.21,37.7,98.1,1.9000000000000057
32046,1095,20.57900309843724,58.1,6.3,46.5,2,41.2,98.5,1.5
32047,1897,37.23550530510082,54.6,9,39.2,2.19,38.2,98,2
32048,955,9.168672450531476,55.2,6.1,39.9,2.07,45.1,86.2,13.799999999999997
32049,687,5.0713822711761205,58.5,3.8,42.8,1.96,49,97.2,2.799999999999997
32050,2423,20.361867113351572,57,7.1,43.3,2.09,38.1,97.1,2.9000000000000057
32051,1405,12.870008963259185,58,4.8,43.3,1.99,46.2,96.9,3.0999999999999943
32052,2001,20.3641876757757,54.7,8.2,36.5,2.08,42.3,97.7,2.299999999999997
32053,1673,23.433674440150618,54.8,7.4,38.1,2.29,34.8,83.2,16.799999999999997
32054,103387,1220.3827976979464,47.1,14.4,25.8,2.29,32.6,93.9,6.099999999999994
32055,1371,35.40088816109053,54.3,9.6,38.1,2.17,37.9,96.8,3.200000000000003
32056,1651,28.695806948529167,56.9,6.3,42.2,2.12,39.9,92.4,7.599999999999994
32057,498,7.981124123230837,59.6,4.4,45.2,1.84,51.9,96,4
32058,6240,102.54497990212485,46.1,16.3,23.6,2.5,29.2,97.8,2.200000000000003
